YEAR;MONTH;STATE_NAME;STATE_CODE;CO2_QTY_TONNES;TF
2013;3;LATVIA;EV;27.877,42;2548
2013;3;LITHUANIA;EY;15.777,22;1534
2013;3;LUXEMBOURG;EL;90.692,98;2337
2013;3;MALTA;LM;21.097,83;1161
2013;3;MOLDOVA, REPUBLIC OF;LU;5.278,60;561
2013;3;MONACO;LN;18,44;27
2013;3;MONTENEGRO;LY;3.625,51;502
2013;3;NETHERLANDS;EH;776.294,64;21727
2013;3;NORTH MACEDONIA;LW;4.539,42;441
2013;3;NORWAY*;EN;229.639,84;31207
2013;3;POLAND;EP;125.371,36;11950
2013;3;PORTUGAL*;LP;238.319,15;11131
2013;3;ROMANIA;LR;60.119,83;5386
2013;3;SERBIA;LY;15.132,71;1722
2013;3;SLOVAKIA;LZ;6.018,78;891
2013;3;SLOVENIA;LJ;8.487,83;1126
2013;3;SPAIN;LE;931.924,83;47394
2013;3;SWEDEN;ES;234.543,24;22534
2013;3;SWITZERLAND;LS;394.164,18;21463
2013;3;TÜRKIYE;LT;752.882,69;37829
2013;3;UNITED KINGDOM*;EG;2.471.564,85;88405
2013;4;ALBANIA;LA;7.270,24;755
2013;4;ARMENIA;UD;14.349,23;671
2013;4;AUSTRIA;LO;171.333,48;14613
2013;4;BELGIUM;EB;303.232,55;13214
2013;4;BOSNIA AND HERZEGOVINA;LQ;3.548,88;513
2013;4;BULGARIA;LB;25.930,59;1970
2013;4;CANARY ISLANDS;GC;236.577,57;11828
2013;4;CROATIA;LD;25.110,82;2962
2013;4;CYPRUS;LC;64.543,55;2227
2013;4;CZECHIA;LK;71.240,69;6051
2013;4;DENMARK*;EK;209.671,34;15116
2013;4;FINLAND;EF;167.324,98;11287
2013;4;FRANCE;LF;1.636.323,52;82648
2013;4;GERMANY;ED;2.249.546,21;93245
2013;4;GREECE;LG;140.580,46;12818
2013;4;HUNGARY;LH;47.970,65;3838
2013;4;ICELAND;BI;18.080,57;1748
2013;4;IRELAND;EI;160.876,64;9320
2013;4;ITALY;LI;941.576,04;64018
2013;4;KOSOVO;BK;8.463,74;677
2013;4;LATVIA;EV;30.077,18;2821
2013;4;LITHUANIA;EY;18.379,10;1756
2013;4;LUXEMBOURG;EL;86.151,55;2369
2013;4;MALTA;LM;27.894,74;1496
2013;4;MOLDOVA, REPUBLIC OF;LU;6.481,19;657
2013;4;MONACO;LN;35,95;51
2013;4;MONTENEGRO;LY;4.547,95;576
2013;4;NETHERLANDS;EH;813.250,80;23159
2013;4;NORTH MACEDONIA;LW;4.936,63;444
2013;4;NORWAY*;EN;246.892,10;34660
2013;4;POLAND;EP;141.807,16;13114
2013;4;PORTUGAL*;LP;268.900,31;13023
2013;4;ROMANIA;LR;65.015,18;5601
2013;4;SERBIA;LY;16.825,59;1843
2013;4;SLOVAKIA;LZ;7.759,09;1033
2013;4;SLOVENIA;LJ;9.297,89;1184
2013;4;SPAIN;LE;1.073.198,63;55682
2013;4;SWEDEN;ES;230.578,77;24138
2013;4;SWITZERLAND;LS;384.801,58;20451
2013;4;TÜRKIYE;LT;855.899,65;42580
2013;4;UNITED KINGDOM*;EG;2.565.840,91;93663
2013;5;ALBANIA;LA;7.501,45;783
2013;5;ARMENIA;UD;14.591,53;697
2013;5;AUSTRIA;LO;189.514,16;15305
2013;5;BELGIUM;EB;316.950,62;14128
2013;5;BOSNIA AND HERZEGOVINA;LQ;4.031,31;563
2013;5;BULGARIA;LB;39.698,36;2729
2013;5;CANARY ISLANDS;GC;197.253,78;10892
2013;5;CROATIA;LD;39.898,08;3945
2013;5;CYPRUS;LC;93.233,11;2920
2013;5;CZECHIA;LK;79.850,89;6569
2013;5;DENMARK*;EK;220.300,05;15857
2013;5;FINLAND;EF;169.160,22;11566
2013;5;FRANCE;LF;1.727.119,21;87030
2013;5;GERMANY;ED;2.442.712,84;99012
2013;5;GREECE;LG;293.188,86;18877
2013;5;HUNGARY;LH;51.966,43;4012
2013;5;ICELAND;BI;20.215,63;1777
2013;5;IRELAND;EI;180.939,72;10320
2013;5;ITALY;LI;1.034.447,71;70588
2013;5;KOSOVO;BK;8.576,16;682
2013;5;LATVIA;EV;33.317,71;3028
2013;5;LITHUANIA;EY;20.806,81;1953
2013;5;LUXEMBOURG;EL;90.412,05;2537
2013;5;MALTA;LM;32.279,87;1680
2013;5;MOLDOVA, REPUBLIC OF;LU;8.734,57;814
2013;5;MONACO;LN;37,69;58
2013;5;MONTENEGRO;LY;7.395,08;808
2013;5;NETHERLANDS;EH;877.661,07;25409
2013;5;NORTH MACEDONIA;LW;5.792,67;520
2013;5;NORWAY*;EN;253.711,98;33380
2013;5;POLAND;EP;162.617,35;14238
2013;5;PORTUGAL*;LP;292.840,56;14134
2013;5;ROMANIA;LR;70.788,86;5930
2013;5;SERBIA;LY;18.957,87;2044
2013;5;SLOVAKIA;LZ;8.605,90;1155
2013;5;SLOVENIA;LJ;11.094,53;1323
2013;5;SPAIN;LE;1.223.116,83;63357
2013;5;SWEDEN;ES;242.850,89;25423
2013;5;SWITZERLAND;LS;401.209,03;21445
2013;5;TÜRKIYE;LT;1.073.907,46;50215
2013;5;UNITED KINGDOM*;EG;2.807.232,98;104373
2013;6;ALBANIA;LA;8.278,19;868
2013;6;ARMENIA;UD;16.083,86;759
2013;6;AUSTRIA;LO;197.697,66;15650
2013;6;BELGIUM;EB;323.493,82;14116
2013;6;BOSNIA AND HERZEGOVINA;LQ;4.764,68;619
2013;6;BULGARIA;LB;76.932,36;4490
2013;6;CANARY ISLANDS;GC;199.291,41;10757
2013;6;CROATIA;LD;51.981,10;5017
2013;6;CYPRUS;LC;98.224,09;3077
2013;6;CZECHIA;LK;99.297,99;7395
2013;6;DENMARK*;EK;236.052,72;16366
2013;6;FINLAND;EF;174.478,72;10694
2013;6;FRANCE;LF;1.740.915,18;87680
2013;6;GERMANY;ED;2.443.283,67;100932
2013;6;GREECE;LG;397.011,32;23561
2013;6;HUNGARY;LH;53.166,23;4106
2013;6;ICELAND;BI;27.031,14;1947
2013;6;IRELAND;EI;199.362,99;10831
2013;6;ITALY;LI;1.108.074,07;75575
2013;6;KOSOVO;BK;8.817,92;689
2013;6;LATVIA;EV;40.630,19;3064
2013;6;LITHUANIA;EY;21.842,63;2007
2013;6;LUXEMBOURG;EL;95.667,51;2666
2013;6;MALTA;LM;33.888,13;1756
2013;6;MOLDOVA, REPUBLIC OF;LU;8.843,25;815
2013;6;MONACO;LN;54,74;78
2013;6;MONTENEGRO;LY;17.988,02;1366
2013;6;NETHERLANDS;EH;866.618,13;24931
2013;6;NORTH MACEDONIA;LW;6.398,95;553
2013;6;NORWAY*;EN;285.170,58;36088
2013;6;POLAND;EP;178.405,94;14953
2013;6;PORTUGAL*;LP;308.631,35;14188
2013;6;ROMANIA;LR;75.243,39;6160
2013;6;SERBIA;LY;23.642,95;2381
2013;6;SLOVAKIA;LZ;14.024,23;1410
2013;6;SLOVENIA;LJ;11.909,16;1400
2013;6;SPAIN;LE;1.303.391,47;65951
2013;6;SWEDEN;ES;247.234,72;23385
2013;6;SWITZERLAND;LS;406.650,28;21672
2013;6;TÜRKIYE;LT;1.154.509,40;53594
2013;6;UNITED KINGDOM*;EG;2.854.534,52;104739
2013;7;ALBANIA;LA;10.135,79;1016
2013;7;ARMENIA;UD;17.818,33;859
2013;7;AUSTRIA;LO;200.864,64;16017
2013;7;BELGIUM;EB;345.273,83;14745
2013;7;BOSNIA AND HERZEGOVINA;LQ;4.949,15;618
2013;7;BULGARIA;LB;93.517,08;5340
2013;7;CANARY ISLANDS;GC;227.749,77;12093
2013;7;CROATIA;LD;63.291,53;5984
2013;7;CYPRUS;LC;102.482,33;3240
2013;7;CZECHIA;LK;105.069,62;7597
2013;7;DENMARK*;EK;252.729,04;15460
2013;7;FINLAND;EF;182.782,44;9281
2013;7;FRANCE;LF;1.902.459,41;93767
2013;7;GERMANY;ED;2.536.347,00;101834
2013;7;GREECE;LG;463.321,35;27396
2013;7;HUNGARY;LH;56.510,88;4435
2013;7;ICELAND;BI;28.215,91;2197
2013;7;IRELAND;EI;210.586,20;11410
2013;7;ITALY;LI;1.195.663,57;82779
2013;7;KOSOVO;BK;12.814,10;953
2013;7;LATVIA;EV;42.254,37;3284
2013;7;LITHUANIA;EY;23.449,62;2174
2013;7;LUXEMBOURG;EL;92.506,30;2649
2013;7;MALTA;LM;36.839,63;1921
2013;7;MOLDOVA, REPUBLIC OF;LU;9.673,93;913
2013;7;MONACO;LN;69,98;101
2013;7;MONTENEGRO;LY;19.476,70;1618
2013;7;NETHERLANDS;EH;922.606,83;26342
2013;7;NORTH MACEDONIA;LW;7.679,19;664
2013;7;NORWAY*;EN;298.256,03;32943
2013;7;POLAND;EP;189.896,49;15485
2013;7;PORTUGAL*;LP;350.361,47;16194
2013;7;ROMANIA;LR;83.097,71;6493
2013;7;SERBIA;LY;27.459,31;2809
2013;7;SLOVAKIA;LZ;17.770,67;1578
2013;7;SLOVENIA;LJ;13.392,25;1536
2013;7;SPAIN;LE;1.434.841,04;72556
2013;7;SWEDEN;ES;243.016,16;19650
2013;7;SWITZERLAND;LS;436.648,85;22476
2013;7;TÜRKIYE;LT;1.230.622,43;56976
2013;7;UNITED KINGDOM*;EG;2.981.447,62;108970
2013;8;ALBANIA;LA;10.862,41;1065
2013;8;ARMENIA;UD;18.385,46;894
2013;8;AUSTRIA;LO;200.609,51;15283
2013;8;BELGIUM;EB;341.492,58;13962
2013;8;BOSNIA AND HERZEGOVINA;LQ;5.682,11;636
2013;8;BULGARIA;LB;94.014,67;5365
2013;8;CANARY ISLANDS;GC;236.844,76;12172
2013;8;CROATIA;LD;63.325,18;6180
2013;8;CYPRUS;LC;100.965,35;3241
2013;8;CZECHIA;LK;105.402,08;7505
2013;8;DENMARK*;EK;242.465,45;15744
2013;8;FINLAND;EF;184.706,13;10505
2013;8;FRANCE;LF;1.882.852,62;84123
2013;8;GERMANY;ED;2.529.624,52;97320
2013;8;GREECE;LG;475.581,42;28427
2013;8;HUNGARY;LH;54.462,86;4109
2013;8;ICELAND;BI;27.873,63;2125
2013;8;IRELAND;EI;203.385,55;10994
2013;8;ITALY;LI;1.191.858,72;79636
2013;8;KOSOVO;BK;13.488,60;993
2013;8;LATVIA;EV;36.823,90;3179
2013;8;LITHUANIA;EY;23.334,30;2139
2013;8;LUXEMBOURG;EL;95.233,13;2509
2013;8;MALTA;LM;36.961,57;1942
2013;8;MOLDOVA, REPUBLIC OF;LU;9.973,94;924
2013;8;MONACO;LN;68,28;96
2013;8;MONTENEGRO;LY;20.276,01;1658
2013;8;NETHERLANDS;EH;922.416,27;25966
2013;8;NORTH MACEDONIA;LW;7.470,52;655
2013;8;NORWAY*;EN;289.244,22;35982
2013;8;POLAND;EP;189.654,92;15285
2013;8;PORTUGAL*;LP;355.371,98;16629
2013;8;ROMANIA;LR;80.316,33;6314
2013;8;SERBIA;LY;27.872,35;2819
2013;8;SLOVAKIA;LZ;16.952,86;1538
2013;8;SLOVENIA;LJ;13.667,41;1488
2013;8;SPAIN;LE;1.445.684,20;72338
2013;8;SWEDEN;ES;250.216,15;23039
2013;8;SWITZERLAND;LS;432.465,82;21666
2013;8;TÜRKIYE;LT;1.279.120,66;59921
2013;8;UNITED KINGDOM*;EG;3.000.548,62;106702
2013;9;ALBANIA;LA;9.112,05;951
2013;9;ARMENIA;UD;16.921,08;829
2013;9;AUSTRIA;LO;194.813,42;15437
2013;9;BELGIUM;EB;321.947,14;14420
2013;9;BOSNIA AND HERZEGOVINA;LQ;4.848,15;584
2013;9;BULGARIA;LB;65.513,28;3962
2013;9;CANARY ISLANDS;GC;213.017,11;11027
2013;9;CROATIA;LD;49.902,33;4899
2013;9;CYPRUS;LC;99.270,26;3085
2013;9;CZECHIA;LK;99.690,62;7385
2013;9;DENMARK*;EK;222.830,27;16216
2013;9;FINLAND;EF;179.117,49;11042
2013;9;FRANCE;LF;1.742.045,61;88130
2013;9;GERMANY;ED;2.471.857,71;102794
2013;9;GREECE;LG;408.261,81;24210
2013;9;HUNGARY;LH;54.298,47;4229
2013;9;ICELAND;BI;23.002,27;1719
2013;9;IRELAND;EI;186.779,73;10400
2013;9;ITALY;LI;1.096.935,00;74841
2013;9;KOSOVO;BK;8.875,45;715
2013;9;LATVIA;EV;36.954,05;3022
2013;9;LITHUANIA;EY;24.321,46;2133
2013;9;LUXEMBOURG;EL;88.126,13;2572
2013;9;MALTA;LM;33.220,52;1752
2013;9;MOLDOVA, REPUBLIC OF;LU;9.166,67;854
2013;9;MONACO;LN;40,35;57
2013;9;MONTENEGRO;LY;15.591,76;1261
2013;9;NETHERLANDS;EH;865.219,26;24909
2013;9;NORTH MACEDONIA;LW;6.334,95;573
2013;9;NORWAY*;EN;277.132,54;37096
2013;9;POLAND;EP;179.389,63;15088
2013;9;PORTUGAL*;LP;318.011,73;14588
2013;9;ROMANIA;LR;77.171,98;6255
2013;9;SERBIA;LY;23.515,64;2474
2013;9;SLOVAKIA;LZ;14.039,86;1363
2013;9;SLOVENIA;LJ;11.767,37;1377
2013;9;SPAIN;LE;1.293.639,96;65725
2013;9;SWEDEN;ES;261.239,90;26343
2013;9;SWITZERLAND;LS;406.845,11;21441
2013;9;TÜRKIYE;LT;1.196.146,73;55856
2013;9;UNITED KINGDOM*;EG;2.883.952,33;105401
2013;10;ALBANIA;LA;8.065,57;874
2013;10;ARMENIA;UD;16.710,87;807
2013;10;AUSTRIA;LO;189.227,27;15015
2013;10;BELGIUM;EB;316.599,15;13805
2013;10;BOSNIA AND HERZEGOVINA;LQ;4.553,43;605
2013;10;BULGARIA;LB;29.463,54;2451
2013;10;CANARY ISLANDS;GC;260.884,44;12552
2013;10;CROATIA;LD;31.730,22;3483
2013;10;CYPRUS;LC;93.489,07;2890
2013;10;CZECHIA;LK;80.908,82;6462
2013;10;DENMARK*;EK;224.989,81;16152
2013;10;FINLAND;EF;184.463,39;11201
2013;10;FRANCE;LF;1.689.438,62;84255
2013;10;GERMANY;ED;2.468.390,92;101658
2013;10;GREECE;LG;248.274,63;16910
2013;10;HUNGARY;LH;52.754,75;4171
2013;10;ICELAND;BI;20.604,83;1737
2013;10;IRELAND;EI;173.460,23;10022
2013;10;ITALY;LI;1.000.259,38;66418
2013;10;KOSOVO;BK;8.208,86;679
2013;10;LATVIA;EV;39.727,14;2938
2013;10;LITHUANIA;EY;24.324,48;2191
2013;10;LUXEMBOURG;EL;95.013,36;2637
2013;10;MALTA;LM;32.208,23;1690
2013;10;MOLDOVA, REPUBLIC OF;LU;8.066,56;787
2013;10;MONACO;LN;30,27;44
2013;10;MONTENEGRO;LY;6.107,37;705
2013;10;NETHERLANDS;EH;864.587,42;24690
2013;10;NORTH MACEDONIA;LW;5.645,67;502
2013;10;NORWAY*;EN;274.403,75;37386
2013;10;POLAND;EP;158.187,73;14425
2013;10;PORTUGAL*;LP;298.602,63;13940
2013;10;ROMANIA;LR;70.721,62;5898
2013;10;SERBIA;LY;21.334,42;2208
2013;10;SLOVAKIA;LZ;8.258,12;1057
2013;10;SLOVENIA;LJ;11.652,94;1370
2013;10;SPAIN;LE;1.175.278,43;60156
2013;10;SWEDEN;ES;264.844,58;26922
2013;10;SWITZERLAND;LS;406.517,43;20962
2013;10;TÜRKIYE;LT;1.123.321,97;52969
2013;10;UNITED KINGDOM*;EG;2.822.145,30;102575
2013;11;ALBANIA;LA;6.492,40;717
2013;11;ARMENIA;UD;16.368,41;818
2013;11;AUSTRIA;LO;167.945,85;13188
2013;11;BELGIUM;EB;286.601,59;11870
2013;11;BOSNIA AND HERZEGOVINA;LQ;3.291,09;484
2013;11;BULGARIA;LB;23.769,95;1861
2013;11;CANARY ISLANDS;GC;305.340,52;13439
2013;11;CROATIA;LD;11.697,62;1764
2013;11;CYPRUS;LC;48.838,75;1780
2013;11;CZECHIA;LK;62.071,42;5177
2013;11;DENMARK*;EK;203.242,55;14287
2013;11;FINLAND;EF;165.103,61;10181
2013;11;FRANCE;LF;1.501.515,63;70861
2013;11;GERMANY;ED;2.161.592,01;86822
2013;11;GREECE;LG;93.460,82;9277
2013;11;HUNGARY;LH;43.828,36;3508
2013;11;ICELAND;BI;18.034,56;1429
2013;11;IRELAND;EI;137.099,87;8363
2013;11;ITALY;LI;817.296,01;54469
2013;11;KOSOVO;BK;6.493,81;570
2013;11;LATVIA;EV;28.207,12;2459
2013;11;LITHUANIA;EY;18.899,90;1864
2013;11;LUXEMBOURG;EL;96.162,44;2295
2013;11;MALTA;LM;21.136,46;1164
2013;11;MOLDOVA, REPUBLIC OF;LU;6.491,67;636
2013;11;MONACO;LN;26,06;38
2013;11;MONTENEGRO;LY;3.530,81;475
2013;11;NETHERLANDS;EH;769.270,54;20717
2013;11;NORTH MACEDONIA;LW;4.650,07;423
2013;11;NORWAY*;EN;244.486,45;33616
2013;11;POLAND;EP;128.662,58;11897
2013;11;PORTUGAL*;LP;226.763,82;10552
2013;11;ROMANIA;LR;66.139,85;5295
2013;11;SERBIA;LY;21.419,25;1960
2013;11;SLOVAKIA;LZ;5.364,90;758
2013;11;SLOVENIA;LJ;8.096,78;1018
2013;11;SPAIN;LE;868.503,96;44107
2013;11;SWEDEN;ES;236.783,74;23867
2013;11;SWITZERLAND;LS;360.410,77;18007
2013;11;TÜRKIYE;LT;817.862,41;41038
2013;11;UNITED KINGDOM*;EG;2.428.620,53;85406
2013;12;ALBANIA;LA;8.129,74;751
2013;12;ARMENIA;UD;18.354,48;907
2013;12;AUSTRIA;LO;166.630,00;12773
2013;12;BELGIUM;EB;285.703,72;11152
2013;12;BOSNIA AND HERZEGOVINA;LQ;2.848,85;449
2013;12;BULGARIA;LB;25.049,38;1853
2013;12;CANARY ISLANDS;GC;306.963,58;13773
2013;12;CROATIA;LD;11.335,11;1779
2013;12;CYPRUS;LC;37.814,96;1473
2013;12;CZECHIA;LK;61.588,92;4990
2013;12;DENMARK*;EK;188.445,05;12299
2013;12;FINLAND;EF;177.515,26;9283
2013;12;FRANCE;LF;1.562.482,24;69230
2013;12;GERMANY;ED;2.009.487,67;75938
2013;12;GREECE;LG;87.131,48;9099
2013;12;HUNGARY;LH;42.112,59;3251
2013;12;ICELAND;BI;16.708,90;1408
2013;12;IRELAND;EI;134.860,20;8216
2013;12;ITALY;LI;832.115,42;53893
2013;12;KOSOVO;BK;5.854,92;509
2013;12;LATVIA;EV;26.268,81;2451
2013;12;LITHUANIA;EY;17.743,83;1671
2013;12;LUXEMBOURG;EL;94.197,86;2119
2013;12;MALTA;LM;20.562,34;1129
2013;12;MOLDOVA, REPUBLIC OF;LU;7.413,93;675
2013;12;MONACO;LN;21,16;31
2013;12;MONTENEGRO;LY;3.603,35;488
2013;12;NETHERLANDS;EH;770.002,31;19683
2013;12;NORTH MACEDONIA;LW;4.453,61;405
2013;12;NORWAY*;EN;221.700,37;28825
2013;12;POLAND;EP;123.232,37;10777
2013;12;PORTUGAL*;LP;238.908,73;10925
2013;12;ROMANIA;LR;60.934,13;5028
2013;12;SERBIA;LY;22.115,36;2132
2013;12;SLOVAKIA;LZ;6.702,22;830
2013;12;SLOVENIA;LJ;7.972,62;1022
2013;12;SPAIN;LE;844.289,34;41642
2013;12;SWEDEN;ES;223.829,98;19837
2013;12;SWITZERLAND;LS;376.342,26;18479
2013;12;TÜRKIYE;LT;775.351,92;39260
2013;12;UNITED KINGDOM*;EG;2.438.811,43;80911
2014;1;ALBANIA;LA;8.385,12;786
2014;1;ARMENIA;UD;15.061,59;770
2014;1;AUSTRIA;LO;172.995,85;13318
2014;1;BELGIUM;EB;275.833,31;11323
2014;1;BOSNIA AND HERZEGOVINA;LQ;2.967,90;463
2014;1;BULGARIA;LB;26.913,58;1924
2014;1;CANARY ISLANDS;GC;294.290,52;13565
2014;1;CROATIA;LD;10.805,38;1790
2014;1;CYPRUS;LC;36.304,44;1409
2014;1;CZECHIA;LK;60.171,99;4789
2014;1;DENMARK*;EK;198.126,59;12808
2014;1;FINLAND;EF;181.595,66;10006
2014;1;FRANCE;LF;1.518.614,25;68816
2014;1;GEORGIA;UG;16.083,50;912
2014;1;GERMANY;ED;2.040.690,29;77883
2014;1;GREECE;LG;84.129,12;8933
2014;1;HUNGARY;LH;43.211,81;3346
2014;1;ICELAND;BI;15.538,14;1444
2014;1;IRELAND;EI;130.426,05;8261
2014;1;ITALY;LI;830.865,71;53096
2014;1;KOSOVO;BK;6.261,40;529
2014;1;LATVIA;EV;25.759,97;2490
2014;1;LITHUANIA;EY;17.014,02;1703
2014;1;LUXEMBOURG;EL;88.276,99;2147
2014;1;MALTA;LM;19.475,41;1091
2014;1;MOLDOVA, REPUBLIC OF;LU;7.404,58;656
2014;1;MONACO;LN;19,06;26
2014;1;MONTENEGRO;LY;3.382,47;448
2014;1;NETHERLANDS;EH;770.084,58;19842
2014;1;NORTH MACEDONIA;LW;4.742,06;410
2014;1;NORWAY*;EN;234.763,60;32094
2014;1;POLAND;EP;127.167,93;11311
2014;1;PORTUGAL*;LP;232.907,52;10718
2014;1;ROMANIA;LR;59.200,28;4825
2014;1;SERBIA;LY;23.776,44;2236
2014;1;SLOVAKIA;LZ;6.156,50;819
2014;1;SLOVENIA;LJ;8.088,47;1096
2014;1;SPAIN;LE;827.650,74;41676
2014;1;SWEDEN;ES;229.004,72;20721
2014;1;SWITZERLAND;LS;398.167,89;20138
2014;1;TÜRKIYE;LT;798.697,98;39965
2014;1;UNITED KINGDOM*;EG;2.438.260,98;81336
2014;2;ALBANIA;LA;6.391,97;634
2014;2;ARMENIA;UD;13.478,96;711
2014;2;AUSTRIA;LO;155.482,02;12461
2014;2;BELGIUM;EB;255.298,82;10808
2014;2;BOSNIA AND HERZEGOVINA;LQ;2.820,40;437
2014;2;BULGARIA;LB;24.601,87;1785
2014;2;CANARY ISLANDS;GC;267.030,73;12351
2014;2;CROATIA;LD;9.910,30;1651
2014;2;CYPRUS;LC;30.831,40;1270
2014;2;CZECHIA;LK;52.404,90;4401
2014;2;DENMARK*;EK;186.345,12;12734
2014;2;FINLAND;EF;166.862,44;9825
2014;2;FRANCE;LF;1.392.332,44;66440
2014;2;GEORGIA;UG;13.886,85;797
2014;2;GERMANY;ED;1.884.625,15;77673
2014;2;GREECE;LG;75.644,95;8154
2014;2;HUNGARY;LH;39.162,22;3114
2014;2;ICELAND;BI;14.306,42;1383
2014;2;IRELAND;EI;114.909,01;7550
2014;2;ITALY;LI;744.960,00;49421
2014;2;KOSOVO;BK;5.418,35;449
2014;2;LATVIA;EV;23.253,60;2179
2014;2;LITHUANIA;EY;15.021,18;1553
2014;2;LUXEMBOURG;EL;80.881,84;2082
2014;2;MALTA;LM;17.458,06;966
2014;2;MOLDOVA, REPUBLIC OF;LU;5.921,71;556
2014;2;MONACO;LN;19,81;27
2014;2;MONTENEGRO;LY;2.869,38;407
2014;2;NETHERLANDS;EH;697.020,45;19082
2014;2;NORTH MACEDONIA;LW;4.517,76;409
2014;2;NORWAY*;EN;221.647,21;30252
2014;2;POLAND;EP;114.736,15;11021
2014;2;PORTUGAL*;LP;205.309,75;9732
2014;2;ROMANIA;LR;60.092,09;4698
2014;2;SERBIA;LY;20.569,67;1975
2014;2;SLOVAKIA;LZ;5.339,06;785
2014;2;SLOVENIA;LJ;7.025,53;988
2014;2;SPAIN;LE;775.955,04;39930
2014;2;SWEDEN;ES;217.783,36;20965
2014;2;SWITZERLAND;LS;357.279,59;18641
2014;2;TÜRKIYE;LT;741.531,93;37437
2014;2;UNITED KINGDOM*;EG;2.223.461,90;78148
2014;3;ALBANIA;LA;7.433,67;717
2014;3;ARMENIA;UD;15.586,35;809
2014;3;AUSTRIA;LO;183.389,05;14641
2014;3;BELGIUM;EB;302.949,66;12578
2014;3;BOSNIA AND HERZEGOVINA;LQ;3.168,25;511
2014;3;BULGARIA;LB;26.805,70;1968
2014;3;CANARY ISLANDS;GC;308.590,43;14194
2014;3;CROATIA;LD;12.052,97;1975
2014;3;CYPRUS;LC;41.432,00;1648
2014;3;CZECHIA;LK;66.136,65;5532
2014;3;DENMARK*;EK;222.349,61;14838
2014;3;FINLAND;EF;186.477,35;11155
2014;3;FRANCE;LF;1.596.386,94;76929
2014;3;GEORGIA;UG;15.695,23;909
2014;3;GERMANY;ED;2.214.890,18;89404
2014;3;GREECE;LG;88.055,00;9141
2014;3;HUNGARY;LH;45.807,40;3615
2014;3;ICELAND;BI;18.590,57;1587
2014;3;IRELAND;EI;138.384,14;8765
2014;3;ITALY;LI;875.639,04;58217
2014;3;KOSOVO;BK;5.682,79;492
2014;3;LATVIA;EV;27.485,20;2484
2014;3;LITHUANIA;EY;18.211,51;1844
2014;3;LUXEMBOURG;EL;96.446,53;2387
2014;3;MALTA;LM;22.061,41;1256
2014;3;MOLDOVA, REPUBLIC OF;LU;6.798,19;668
2014;3;MONACO;LN;33,06;45
2014;3;MONTENEGRO;LY;3.700,77;493
2014;3;NETHERLANDS;EH;801.880,12;22456
2014;3;NORTH MACEDONIA;LW;5.202,96;462
2014;3;NORWAY*;EN;259.400,11;34701
2014;3;POLAND;EP;134.241,43;12493
2014;3;PORTUGAL*;LP;237.572,88;11296
2014;3;ROMANIA;LR;70.591,68;5365
2014;3;SERBIA;LY;23.551,36;2273
2014;3;SLOVAKIA;LZ;6.704,79;877
2014;3;SLOVENIA;LJ;9.718,20;1202
2014;3;SPAIN;LE;915.201,56;47705
2014;3;SWEDEN;ES;254.327,42;24689
2014;3;SWITZERLAND;LS;402.870,15;21487
2014;3;TÜRKIYE;LT;850.326,93;43054
2014;3;UNITED KINGDOM*;EG;2.541.498,54;88456
2014;4;ALBANIA;LA;7.238,14;709
2014;4;ARMENIA;UD;16.579,98;860
2014;4;AUSTRIA;LO;185.854,39;14262
2014;4;BELGIUM;EB;316.810,34;13593
2014;4;BOSNIA AND HERZEGOVINA;LQ;3.951,85;574
2014;4;BULGARIA;LB;28.217,73;2248
2014;4;CANARY ISLANDS;GC;281.091,92;13795
2014;4;CROATIA;LD;25.019,14;3019
2014;4;CYPRUS;LC;61.818,52;2260
2014;4;CZECHIA;LK;75.912,36;5979
2014;4;DENMARK*;EK;218.612,58;14622
2014;4;FINLAND;EF;169.753,93;10626
2014;4;FRANCE;LF;1.677.051,61;81266
2014;4;GEORGIA;UG;16.789,90;964
2014;4;GERMANY;ED;2.233.893,01;90041
2014;4;GREECE;LG;160.902,16;13916
2014;4;HUNGARY;LH;51.544,53;4025
2014;4;ICELAND;BI;19.774,59;1617
2014;4;IRELAND;EI;174.863,23;10123
2014;4;ITALY;LI;988.660,30;64130
2014;4;KOSOVO;BK;6.747,62;548
2014;4;LATVIA;EV;29.115,56;2803
2014;4;LITHUANIA;EY;22.893,94;2200
2014;4;LUXEMBOURG;EL;98.151,77;2507
2014;4;MALTA;LM;30.632,42;1647
2014;4;MOLDOVA, REPUBLIC OF;LU;7.767,96;717
2014;4;MONACO;LN;41,58;57
2014;4;MONTENEGRO;LY;5.331,14;617
2014;4;NETHERLANDS;EH;829.171,49;23717
2014;4;NORTH MACEDONIA;LW;6.708,78;554
2014;4;NORWAY*;EN;247.466,81;33013
2014;4;POLAND;EP;147.556,34;13261
2014;4;PORTUGAL*;LP;288.650,76;13989
2014;4;ROMANIA;LR;76.122,67;5615
2014;4;SERBIA;LY;26.871,41;2492
2014;4;SLOVAKIA;LZ;8.280,11;931
2014;4;SLOVENIA;LJ;9.187,63;1203
2014;4;SPAIN;LE;1.113.818,73;57820
2014;4;SWEDEN;ES;237.819,28;23482
2014;4;SWITZERLAND;LS;393.969,89;19964
2014;4;TÜRKIYE;LT;974.074,03;47649
2014;4;UNITED KINGDOM*;EG;2.683.555,91;94430
2014;5;ALBANIA;LA;7.087,84;713
2014;5;ARMENIA;UD;18.749,95;951
