YEAR;MONTH;STATE_NAME;STATE_CODE;CO2_QTY_TONNES;TF
2016;11;GERMANY;ED;2.219.655,19;87206
2016;11;GREECE;LG;115.944,82;11205
2016;11;HUNGARY;LH;56.517,63;3929
2016;11;ICELAND;BI;37.237,14;1677
2016;11;IRELAND;EI;184.234,14;9903
2016;11;ITALY;LI;888.591,12;53498
2016;11;KOSOVO;BK;7.156,27;529
2016;11;LATVIA;EV;25.810,10;2611
2016;11;LIECHTENSTEIN;LS;0,74;1
2016;11;LITHUANIA;EY;22.627,10;2185
2016;11;LUXEMBOURG;EL;137.019,04;2712
2016;11;MALTA;LM;27.905,22;1588
2016;11;MOLDOVA, REPUBLIC OF;LU;11.357,97;885
2016;11;MONACO;LN;15,36;26
2016;11;MONTENEGRO;LY;4.173,26;518
2016;11;NETHERLANDS;EH;825.130,91;22808
2016;11;NORTH MACEDONIA;LW;7.783,56;616
2016;11;NORWAY*;EN;233.908,99;32025
2016;11;POLAND;EP;178.366,92;14316
2016;11;PORTUGAL*;LP;282.086,71;13872
2016;11;ROMANIA;LR;91.620,32;7269
2016;11;SERBIA;LY;26.129,28;2284
2016;11;SLOVAKIA;LZ;9.592,50;1097
2016;11;SLOVENIA;LJ;6.679,95;1128
2016;11;SPAIN;LE;1.037.878,35;51306
2016;11;SWEDEN;ES;256.788,36;24033
2016;11;SWITZERLAND;LS;397.509,96;18460
2016;11;TÜRKIYE;LT;926.089,88;45693
2016;11;UNITED KINGDOM*;EG;2.696.605,89;92878
2016;12;ALBANIA;LA;9.707,15;963
2016;12;ARMENIA;UD;17.754,81;857
2016;12;AUSTRIA;LO;185.287,56;12726
2016;12;BELGIUM;EB;324.671,81;12649
2016;12;BOSNIA AND HERZEGOVINA;LQ;5.033,30;506
2016;12;BULGARIA;LB;39.749,33;2568
2016;12;CANARY ISLANDS;GC;353.931,16;15721
2016;12;CROATIA;LD;14.524,33;2294
2016;12;CYPRUS;LC;45.218,28;2080
2016;12;CZECHIA;LK;81.573,94;5805
2016;12;DENMARK*;EK;219.516,10;13363
2016;12;FINLAND;EF;194.964,71;9715
2016;12;FRANCE;LF;1.611.972,02;70129
2016;12;GEORGIA;UG;22.888,68;1199
2016;12;GERMANY;ED;2.230.004,04;82820
2016;12;GREECE;LG;117.440,27;11597
2016;12;HUNGARY;LH;58.289,90;3914
2016;12;ICELAND;BI;37.490,19;1626
2016;12;IRELAND;EI;189.164,30;9899
2016;12;ITALY;LI;917.718,61;53728
2016;12;KOSOVO;BK;8.238,21;615
2016;12;LATVIA;EV;26.532,93;2636
2016;12;LITHUANIA;EY;23.084,38;2126
2016;12;LUXEMBOURG;EL;135.272,12;2599
2016;12;MALTA;LM;27.635,92;1536
2016;12;MOLDOVA, REPUBLIC OF;LU;11.606,29;886
2016;12;MONACO;LN;10,26;18
2016;12;MONTENEGRO;LY;4.300,63;543
2016;12;NETHERLANDS;EH;844.712,32;22268
2016;12;NORTH MACEDONIA;LW;7.742,98;593
2016;12;NORWAY*;EN;215.673,72;27227
2016;12;POLAND;EP;183.609,92;13924
2016;12;PORTUGAL*;LP;295.622,76;14401
2016;12;ROMANIA;LR;94.712,00;7221
2016;12;SERBIA;LY;29.092,62;2411
2016;12;SLOVAKIA;LZ;9.811,73;1089
2016;12;SLOVENIA;LJ;7.112,68;1136
2016;12;SPAIN;LE;1.053.287,73;49194
2016;12;SWEDEN;ES;257.754,95;21626
2016;12;SWITZERLAND;LS;429.097,07;19890
2016;12;TÜRKIYE;LT;946.676,70;45525
2016;12;UNITED KINGDOM*;EG;2.800.984,68;92089
2017;1;ALBANIA;LA;8.982,33;903
2017;1;ARMENIA;UD;16.297,37;786
2017;1;AUSTRIA;LO;183.550,21;12790
2017;1;BELGIUM;EB;308.095,36;12192
2017;1;BOSNIA AND HERZEGOVINA;LQ;4.171,74;471
2017;1;BULGARIA;LB;42.245,20;2647
2017;1;CANARY ISLANDS;GC;347.353,61;15528
2017;1;CROATIA;LD;14.299,29;2309
2017;1;CYPRUS;LC;42.888,33;1918
2017;1;CZECHIA;LK;76.454,29;5580
2017;1;DENMARK*;EK;218.461,56;13397
2017;1;FINLAND;EF;182.992,89;9550
2017;1;FRANCE;LF;1.559.692,25;68531
2017;1;GEORGIA;UG;21.681,10;1127
2017;1;GERMANY;ED;2.208.877,38;81500
2017;1;GREECE;LG;113.374,73;11105
2017;1;HUNGARY;LH;56.456,33;3823
2017;1;ICELAND;BI;36.650,88;1612
2017;1;IRELAND;EI;182.259,62;9785
2017;1;ITALY;LI;899.437,18;51743
2017;1;KOSOVO;BK;7.625,73;566
2017;1;LATVIA;EV;25.581,37;2553
2017;1;LITHUANIA;EY;22.688,97;2106
2017;1;LUXEMBOURG;EL;109.732,32;2440
2017;1;MALTA;LM;27.700,55;1540
2017;1;MOLDOVA, REPUBLIC OF;LU;12.060,04;922
2017;1;MONACO;LN;10,11;17
2017;1;MONTENEGRO;LY;4.097,78;526
2017;1;NETHERLANDS;EH;828.761,57;22067
2017;1;NORTH MACEDONIA;LW;7.527,48;585
2017;1;NORWAY*;EN;222.861,32;28428
2017;1;POLAND;EP;179.964,11;13768
2017;1;PORTUGAL*;LP;290.402,19;14148
2017;1;ROMANIA;LR;93.704,51;7030
2017;1;SERBIA;LY;27.717,99;2362
2017;1;SLOVAKIA;LZ;9.316,21;982
2017;1;SLOVENIA;LJ;6.949,64;1091
2017;1;SPAIN;LE;1.006.378,46;48105
2017;1;SWEDEN;ES;254.191,06;21057
2017;1;SWITZERLAND;LS;438.089,83;20471
2017;1;TÜRKIYE;LT;899.275,27;42371
2017;1;UNITED KINGDOM*;EG;2.699.335,54;90059
2017;2;ALBANIA;LA;7.608,02;786
2017;2;ARMENIA;UD;12.901,67;617
2017;2;AUSTRIA;LO;170.174,60;12226
2017;2;BELGIUM;EB;279.876,63;11621
2017;2;BOSNIA AND HERZEGOVINA;LQ;4.850,13;436
2017;2;BULGARIA;LB;37.412,72;2529
2017;2;CANARY ISLANDS;GC;312.257,84;14159
2017;2;CROATIA;LD;12.939,61;2319
2017;2;CYPRUS;LC;42.426,20;1851
2017;2;CZECHIA;LK;68.102,51;5169
2017;2;DENMARK*;EK;203.729,25;12918
2017;2;FINLAND;EF;170.338,60;9303
2017;2;FRANCE;LF;1.436.033,26;66954
2017;2;GEORGIA;UG;19.976,35;1005
2017;2;GERMANY;ED;2.043.669,42;80228
2017;2;GREECE;LG;99.351,87;10096
2017;2;HUNGARY;LH;51.562,81;3556
2017;2;ICELAND;BI;33.672,66;1569
2017;2;IRELAND;EI;163.594,79;9028
2017;2;ITALY;LI;808.412,79;48161
2017;2;KOSOVO;BK;6.245,69;478
2017;2;LATVIA;EV;23.945,12;2367
2017;2;LITHUANIA;EY;20.043,05;1906
2017;2;LUXEMBOURG;EL;104.569,68;2367
2017;2;MALTA;LM;24.163,17;1433
2017;2;MOLDOVA, REPUBLIC OF;LU;10.391,84;815
2017;2;MONACO;LN;8,94;14
2017;2;MONTENEGRO;LY;3.645,22;466
2017;2;NETHERLANDS;EH;755.464,43;20936
2017;2;NORTH MACEDONIA;LW;6.381,33;496
2017;2;NORWAY*;EN;212.803,75;27144
2017;2;POLAND;EP;161.367,05;12923
2017;2;PORTUGAL*;LP;264.537,07;13007
2017;2;ROMANIA;LR;83.745,30;6555
2017;2;SERBIA;LY;24.251,29;2069
2017;2;SLOVAKIA;LZ;8.428,78;948
2017;2;SLOVENIA;LJ;6.518,33;1088
2017;2;SPAIN;LE;938.418,64;46551
2017;2;SWEDEN;ES;241.846,02;21349
2017;2;SWITZERLAND;LS;395.794,08;19305
2017;2;TÜRKIYE;LT;843.357,09;41390
2017;2;UNITED KINGDOM*;EG;2.490.715,04;87231
2017;3;ALBANIA;LA;8.503,75;871
2017;3;ARMENIA;UD;17.331,65;839
2017;3;AUSTRIA;LO;194.541,73;14276
2017;3;BELGIUM;EB;333.042,38;13638
2017;3;BOSNIA AND HERZEGOVINA;LQ;5.698,68;568
2017;3;BULGARIA;LB;41.844,09;2768
2017;3;CANARY ISLANDS;GC;342.676,04;15879
2017;3;CROATIA;LD;16.884,56;3160
2017;3;CYPRUS;LC;55.508,95;2338
2017;3;CZECHIA;LK;82.313,19;6401
2017;3;DENMARK*;EK;233.475,98;15815
2017;3;FINLAND;EF;187.107,83;10425
2017;3;FRANCE;LF;1.635.475,83;78291
2017;3;GEORGIA;UG;25.277,79;1290
2017;3;GERMANY;ED;2.379.769,25;94443
2017;3;GREECE;LG;129.071,19;12255
2017;3;HUNGARY;LH;61.102,34;4249
2017;3;ICELAND;BI;41.632,59;2055
2017;3;IRELAND;EI;202.861,23;10785
2017;3;ITALY;LI;957.299,69;57329
2017;3;KOSOVO;BK;7.279,41;543
2017;3;LATVIA;EV;28.646,56;2759
2017;3;LITHUANIA;EY;23.857,04;2279
2017;3;LUXEMBOURG;EL;129.711,53;2807
2017;3;MALTA;LM;29.703,03;1788
2017;3;MOLDOVA, REPUBLIC OF;LU;11.557,88;908
2017;3;MONACO;LN;16,83;23
2017;3;MONTENEGRO;LY;4.514,88;561
2017;3;NETHERLANDS;EH;881.942,50;25393
2017;3;NORTH MACEDONIA;LW;7.547,67;594
2017;3;NORWAY*;EN;250.115,35;32076
2017;3;POLAND;EP;187.153,46;15253
2017;3;PORTUGAL*;LP;314.532,21;15254
2017;3;ROMANIA;LR;98.803,69;7773
2017;3;SERBIA;LY;28.531,49;2498
2017;3;SLOVAKIA;LZ;9.855,18;1201
2017;3;SLOVENIA;LJ;7.655,34;1380
2017;3;SPAIN;LE;1.127.519,13;56453
2017;3;SWEDEN;ES;282.322,31;25887
2017;3;SWITZERLAND;LS;448.099,92;21953
2017;3;TÜRKIYE;LT;978.216,05;47099
2017;3;UNITED KINGDOM*;EG;2.838.957,75;100130
2017;4;ALBANIA;LA;9.244,16;891
2017;4;ARMENIA;UD;19.023,45;879
2017;4;AUSTRIA;LO;204.070,84;13803
2017;4;BELGIUM;EB;356.237,57;13887
2017;4;BOSNIA AND HERZEGOVINA;LQ;7.838,83;726
2017;4;BULGARIA;LB;43.304,85;2955
2017;4;CANARY ISLANDS;GC;334.523,53;15466
2017;4;CROATIA;LD;32.748,44;3606
2017;4;CYPRUS;LC;80.478,29;3246
2017;4;CZECHIA;LK;92.455,62;6789
2017;4;DENMARK*;EK;231.121,91;14920
2017;4;ESTONIA;EE;15.023,12;1837
2017;4;FINLAND;EF;175.286,89;9735
2017;4;FRANCE;LF;1.748.476,72;82341
2017;4;GEORGIA;UG;27.768,59;1405
2017;4;GERMANY;ED;2.451.842,47;95496
2017;4;GREECE;LG;214.548,68;16255
2017;4;HUNGARY;LH;66.051,84;4541
2017;4;ICELAND;BI;44.950,63;1869
2017;4;IRELAND;EI;232.501,22;11362
2017;4;ITALY;LI;1.086.155,99;63134
2017;4;KOSOVO;BK;9.505,63;706
2017;4;LATVIA;EV;30.713,58;2965
2017;4;LITHUANIA;EY;28.854,65;2464
2017;4;LUXEMBOURG;EL;132.297,46;2984
2017;4;MALTA;LM;37.275,50;2137
2017;4;MOLDOVA, REPUBLIC OF;LU;14.225,00;1041
2017;4;MONACO;LN;18,15;28
2017;4;MONTENEGRO;LY;7.191,03;759
2017;4;NETHERLANDS;EH;934.832,28;26823
2017;4;NORTH MACEDONIA;LW;8.464,26;657
2017;4;NORWAY*;EN;235.721,33;28388
2017;4;POLAND;EP;191.988,70;15519
2017;4;PORTUGAL*;LP;368.991,11;18205
2017;4;ROMANIA;LR;107.530,44;7988
2017;4;SERBIA;LY;30.617,33;2646
2017;4;SLOVAKIA;LZ;10.074,34;1084
2017;4;SLOVENIA;LJ;8.875,36;1330
2017;4;SPAIN;LE;1.341.735,77;67082
2017;4;SWEDEN;ES;266.985,33;23653
2017;4;SWITZERLAND;LS;450.531,95;20914
2017;4;TÜRKIYE;LT;1.100.718,39;51040
2017;4;UNITED KINGDOM*;EG;2.975.452,62;102851
2017;5;ALBANIA;LA;9.615,69;920
2017;5;ARMENIA;UD;17.927,99;922
2017;5;AUSTRIA;LO;217.149,80;15187
2017;5;BELGIUM;EB;386.184,96;15510
2017;5;BOSNIA AND HERZEGOVINA;LQ;7.397,20;748
2017;5;BULGARIA;LB;59.384,90;3798
2017;5;CANARY ISLANDS;GC;264.385,31;13896
2017;5;CROATIA;LD;55.795,93;5496
2017;5;CYPRUS;LC;110.704,15;3968
2017;5;CZECHIA;LK;101.564,25;7646
2017;5;DENMARK*;EK;249.805,20;16905
2017;5;ESTONIA;EE;17.155,46;2172
2017;5;FINLAND;EF;180.175,47;10459
2017;5;FRANCE;LF;1.822.001,28;90029
2017;5;GEORGIA;UG;29.770,17;1592
2017;5;GERMANY;ED;2.632.541,87;106030
2017;5;GREECE;LG;394.687,98;23739
2017;5;HUNGARY;LH;73.283,13;4917
2017;5;ICELAND;BI;53.246,53;2173
2017;5;IRELAND;EI;267.290,58;12625
2017;5;ITALY;LI;1.208.417,23;71650
2017;5;KOSOVO;BK;8.880,76;652
2017;5;LATVIA;EV;35.216,03;3253
2017;5;LITHUANIA;EY;31.967,91;2671
2017;5;LUXEMBOURG;EL;130.378,57;3231
2017;5;MALTA;LM;42.208,14;2404
2017;5;MOLDOVA, REPUBLIC OF;LU;17.103,23;1241
2017;5;MONACO;LN;37,56;64
2017;5;MONTENEGRO;LY;10.300,40;977
2017;5;NETHERLANDS;EH;996.609,88;29417
2017;5;NORTH MACEDONIA;LW;9.186,55;701
2017;5;NORWAY*;EN;258.308,89;32577
2017;5;POLAND;EP;219.114,94;17247
2017;5;PORTUGAL*;LP;399.603,19;19551
2017;5;ROMANIA;LR;113.180,05;8475
2017;5;SERBIA;LY;31.881,17;2844
2017;5;SLOVAKIA;LZ;11.462,53;1268
2017;5;SLOVENIA;LJ;10.097,66;1510
2017;5;SPAIN;LE;1.523.394,58;76703
2017;5;SWEDEN;ES;288.989,71;27056
2017;5;SWITZERLAND;LS;458.108,57;22166
2017;5;TÜRKIYE;LT;1.253.531,92;56454
2017;5;UNITED KINGDOM*;EG;3.215.892,19;115847
2017;6;ALBANIA;LA;11.493,13;1030
2017;6;ARMENIA;UD;18.895,75;941
2017;6;AUSTRIA;LO;224.402,09;15312
2017;6;BELGIUM;EB;384.460,11;15383
2017;6;BOSNIA AND HERZEGOVINA;LQ;8.895,41;802
2017;6;BULGARIA;LB;102.685,73;5814
2017;6;CANARY ISLANDS;GC;269.498,76;13966
2017;6;CROATIA;LD;77.240,37;6645
2017;6;CYPRUS;LC;118.216,22;4288
2017;6;CZECHIA;LK;124.388,88;8640
2017;6;DENMARK*;EK;265.238,22;17235
2017;6;ESTONIA;EE;17.191,26;2106
2017;6;FINLAND;EF;187.662,52;10216
2017;6;FRANCE;LF;1.869.443,11;91457
2017;6;GEORGIA;UG;35.146,39;1901
2017;6;GERMANY;ED;2.656.149,02;105651
2017;6;GREECE;LG;530.066,82;31591
2017;6;HUNGARY;LH;76.940,58;5023
2017;6;ICELAND;BI;74.034,43;2621
2017;6;IRELAND;EI;295.069,67;13277
2017;6;ITALY;LI;1.295.320,49;76178
2017;6;KOSOVO;BK;8.816,60;639
2017;6;LATVIA;EV;39.876,65;3478
2017;6;LITHUANIA;EY;33.085,52;2699
2017;6;LUXEMBOURG;EL;135.456,51;3244
2017;6;MALTA;LM;41.483,27;2465
2017;6;MOLDOVA, REPUBLIC OF;LU;19.508,31;1422
2017;6;MONACO;LN;42,99;69
2017;6;MONTENEGRO;LY;21.950,43;1622
2017;6;NETHERLANDS;EH;975.447,30;28409
2017;6;NORTH MACEDONIA;LW;9.474,50;770
2017;6;NORWAY*;EN;275.085,45;32216
2017;6;POLAND;EP;246.113,58;18544
2017;6;PORTUGAL*;LP;425.181,87;20388
2017;6;ROMANIA;LR;119.726,91;8798
2017;6;SERBIA;LY;36.491,58;3127
2017;6;SLOVAKIA;LZ;17.544,73;1637
2017;6;SLOVENIA;LJ;10.898,17;1592
2017;6;SPAIN;LE;1.629.211,21;81078
2017;6;SWEDEN;ES;298.386,66;25502
2017;6;SWITZERLAND;LS;467.670,71;22079
2017;6;TÜRKIYE;LT;1.350.251,64;59614
2017;6;UNITED KINGDOM*;EG;3.273.946,75;117182
2017;7;ALBANIA;LA;13.773,03;1253
2017;7;ARMENIA;UD;22.576,05;1117
2017;7;AUSTRIA;LO;238.628,61;15774
2017;7;BELGIUM;EB;410.627,51;15979
2017;7;BOSNIA AND HERZEGOVINA;LQ;12.596,68;942
2017;7;BULGARIA;LB;128.944,60;7215
2017;7;CANARY ISLANDS;GC;299.474,60;15513
2017;7;CROATIA;LD;101.042,14;8522
2017;7;CYPRUS;LC;130.961,42;4816
2017;7;CZECHIA;LK;135.799,86;8899
2017;7;DENMARK*;EK;288.038,53;16239
2017;7;ESTONIA;EE;18.928,90;2093
2017;7;FINLAND;EF;193.482,26;9098
2017;7;FRANCE;LF;2.071.557,40;95728
2017;7;GEORGIA;UG;44.737,95;2348
2017;7;GERMANY;ED;2.815.284,27;107919
2017;7;GREECE;LG;632.415,22;37779
2017;7;HUNGARY;LH;86.756,84;5516
2017;7;ICELAND;BI;78.101,83;2762
2017;7;IRELAND;EI;309.783,54;13673
2017;7;ITALY;LI;1.426.670,39;84224
2017;7;KOSOVO;BK;12.926,69;925
2017;7;LATVIA;EV;40.016,75;3559
2017;7;LITHUANIA;EY;23.863,54;2225
2017;7;LUXEMBOURG;EL;147.273,57;3182
2017;7;MALTA;LM;44.961,88;2689
2017;7;MOLDOVA, REPUBLIC OF;LU;20.578,50;1464
2017;7;MONACO;LN;37,28;57
2017;7;MONTENEGRO;LY;25.709,32;1927
2017;7;NETHERLANDS;EH;1.027.309,97;29479
2017;7;NORTH MACEDONIA;LW;11.996,83;963
2017;7;NORWAY*;EN;289.614,97;29197
2017;7;POLAND;EP;268.307,06;19358
2017;7;PORTUGAL*;LP;471.679,54;22440
2017;7;ROMANIA;LR;132.444,97;9465
2017;7;SERBIA;LY;39.680,67;3473
2017;7;SLOVAKIA;LZ;24.094,82;1974
2017;7;SLOVENIA;LJ;12.207,42;1685
2017;7;SPAIN;LE;1.803.233,18;88391
2017;7;SWEDEN;ES;298.418,62;21918
2017;7;SWITZERLAND;LS;501.878,34;22865
2017;7;TÜRKIYE;LT;1.523.329,94;68370
2017;7;UNITED KINGDOM*;EG;3.456.507,14;120729
2017;8;ALBANIA;LA;14.690,82;1330
2017;8;ARMENIA;UD;22.998,97;1138
2017;8;AUSTRIA;LO;234.879,36;15365
2017;8;BELGIUM;EB;405.411,33;15471
2017;8;BOSNIA AND HERZEGOVINA;LQ;13.856,43;999
2017;8;BULGARIA;LB;123.334,04;7045
2017;8;CANARY ISLANDS;GC;300.863,86;15780
2017;8;CROATIA;LD;96.929,73;8392
2017;8;CYPRUS;LC;127.690,80;4830
2017;8;CZECHIA;LK;136.245,07;8824
2017;8;DENMARK*;EK;271.072,80;16843
2017;8;ESTONIA;EE;20.028,41;2237
2017;8;FINLAND;EF;194.347,67;10298
2017;8;FRANCE;LF;2.035.424,67;87886
2017;8;GEORGIA;UG;47.480,45;2463
2017;8;GERMANY;ED;2.799.347,78;105060
2017;8;GREECE;LG;630.182,59;38328
2017;8;HUNGARY;LH;82.624,68;5262
2017;8;ICELAND;BI;78.485,30;2752
2017;8;IRELAND;EI;307.046,69;13477
2017;8;ITALY;LI;1.403.439,70;81174
2017;8;KOSOVO;BK;13.318,43;984
2017;8;LATVIA;EV;38.866,03;3641
2017;8;LITHUANIA;EY;24.472,36;2301
2017;8;LUXEMBOURG;EL;138.328,97;2969
2017;8;MALTA;LM;44.893,63;2728
2017;8;MOLDOVA, REPUBLIC OF;LU;20.834,05;1494
2017;8;MONACO;LN;45,20;70
2017;8;MONTENEGRO;LY;25.118,57;1866
2017;8;NETHERLANDS;EH;1.033.224,25;29493
2017;8;NORTH MACEDONIA;LW;13.732,75;1061
2017;8;NORWAY*;EN;279.416,09;32241
2017;8;POLAND;EP;265.565,05;19282
2017;8;PORTUGAL*;LP;476.584,72;22563
2017;8;ROMANIA;LR;133.611,55;9338
2017;8;SERBIA;LY;40.766,06;3463
2017;8;SLOVAKIA;LZ;23.864,82;2035
2017;8;SLOVENIA;LJ;12.728,79;1730
2017;8;SPAIN;LE;1.783.921,73;86354
2017;8;SWEDEN;ES;298.934,37;24881
2017;8;SWITZERLAND;LS;496.847,94;22349
2017;8;TÜRKIYE;LT;1.556.829,92;69661
2017;8;UNITED KINGDOM*;EG;3.448.486,94;119876
2017;9;ALBANIA;LA;13.235,25;1227
2017;9;ARMENIA;UD;22.090,59;1080
2017;9;AUSTRIA;LO;227.062,43;15408
2017;9;BELGIUM;EB;392.508,94;15432
2017;9;BOSNIA AND HERZEGOVINA;LQ;10.212,85;857
2017;9;BULGARIA;LB;93.115,24;5532
2017;9;CANARY ISLANDS;GC;279.061,72;14997
2017;9;CROATIA;LD;77.988,89;6599
2017;9;CYPRUS;LC;120.650,42;4409
2017;9;CZECHIA;LK;131.601,94;8691
2017;9;DENMARK*;EK;259.237,03;17024
2017;9;ESTONIA;EE;18.944,78;2259
2017;9;FINLAND;EF;193.042,24;10722
2017;9;FRANCE;LF;1.880.669,65;89864
2017;9;GEORGIA;UG;43.059,81;2326
2017;9;GERMANY;ED;2.737.582,51;108595
2017;9;GREECE;LG;542.605,50;32233
2017;9;HUNGARY;LH;78.984,24;5114
2017;9;ICELAND;BI;73.964,92;2549
2017;9;IRELAND;EI;287.985,89;12774
2017;9;ITALY;LI;1.320.336,08;76376
2017;9;KOSOVO;BK;9.931,87;751
2017;9;LATVIA;EV;36.852,00;3482
2017;9;LITHUANIA;EY;32.264,99;2734
2017;9;LUXEMBOURG;EL;138.649,06;3158
2017;9;MALTA;LM;42.303,51;2524
2017;9;MOLDOVA, REPUBLIC OF;LU;17.688,66;1304
2017;9;MONACO;LN;34,53;51
2017;9;MONTENEGRO;LY;20.392,03;1490
2017;9;NETHERLANDS;EH;985.268,12;28215
2017;9;NORTH MACEDONIA;LW;11.647,30;883
2017;9;NORWAY*;EN;267.589,34;32470
2017;9;POLAND;EP;263.382,99;19425
2017;9;PORTUGAL*;LP;448.350,30;21130
2017;9;ROMANIA;LR;126.190,57;8996
2017;9;SERBIA;LY;37.820,00;3235
2017;9;SLOVAKIA;LZ;19.687,35;1784
2017;9;SLOVENIA;LJ;11.632,98;1603
2017;9;SPAIN;LE;1.659.749,74;80341
2017;9;SWEDEN;ES;297.538,08;26792
2017;9;SWITZERLAND;LS;479.041,83;22479
2017;9;TÜRKIYE;LT;1.442.804,68;64658
2017;9;UNITED KINGDOM*;EG;3.302.269,87;117262
2017;10;ALBANIA;LA;10.480,83;1030
2017;10;ARMENIA;UD;21.126,84;1033
2017;10;AUSTRIA;LO;212.957,70;14846
2017;10;BELGIUM;EB;386.762,27;15013
2017;10;BOSNIA AND HERZEGOVINA;LQ;7.877,39;756
2017;10;BULGARIA;LB;48.487,64;3285
2017;10;CANARY ISLANDS;GC;326.514,00;16500
2017;10;CROATIA;LD;53.129,98;5015
2017;10;CYPRUS;LC;112.095,40;4279
2017;10;CZECHIA;LK;110.163,16;7545
2017;10;DENMARK*;EK;258.735,67;16889
2017;10;ESTONIA;EE;18.507,56;2205
2017;10;FINLAND;EF;202.288,63;10802
2017;10;FRANCE;LF;1.819.468,44;85860
2017;10;GEORGIA;UG;32.022,76;1779
2017;10;GERMANY;ED;2.681.220,99;106623
2017;10;GREECE;LG;379.510,28;23174
2017;10;HUNGARY;LH;73.698,13;4957
2017;10;ICELAND;BI;57.128,83;2266
2017;10;IRELAND;EI;285.570,43;12273
2017;10;ITALY;LI;1.196.498,00;68800
2017;10;KOSOVO;BK;8.748,33;676
2017;10;LATVIA;EV;35.724,25;3427
2017;10;LITHUANIA;EY;33.424,40;2740
2017;10;LUXEMBOURG;EL;142.971,38;3211
2017;10;MALTA;LM;42.670,85;2502
2017;10;MOLDOVA, REPUBLIC OF;LU;14.432,04;1116
2017;10;MONACO;LN;31,04;48
2017;10;MONTENEGRO;LY;9.410,90;920
2017;10;NETHERLANDS;EH;985.704,16;28292
2017;10;NORTH MACEDONIA;LW;10.444,84;792
2017;10;NORWAY*;EN;268.220,60;33308
2017;10;POLAND;EP;235.788,68;18129
2017;10;PORTUGAL*;LP;408.916,92;19475
2017;10;ROMANIA;LR;117.482,78;8591
2017;10;SERBIA;LY;33.867,89;2915
2017;10;SLOVAKIA;LZ;12.985,95;1475
2017;10;SLOVENIA;LJ;10.671,00;1623
2017;10;SPAIN;LE;1.538.968,74;74252
2017;10;SWEDEN;ES;295.243,96;26753
2017;10;SWITZERLAND;LS;477.351,61;21868
2017;10;TÜRKIYE;LT;1.315.491,70;58888
2017;10;UNITED KINGDOM*;EG;3.218.476,00;112548
2017;11;ALBANIA;LA;9.633,48;941
2017;11;ARMENIA;UD;18.211,19;910
2017;11;AUSTRIA;LO;181.541,80;12700
2017;11;BELGIUM;EB;369.701,36;13212
2017;11;BOSNIA AND HERZEGOVINA;LQ;6.232,56;601
2017;11;BULGARIA;LB;36.960,74;2794
2017;11;CANARY ISLANDS;GC;340.891,60;17337
2017;11;CROATIA;LD;20.433,11;2464
2017;11;CYPRUS;LC;60.789,02;2577
2017;11;CZECHIA;LK;87.329,06;6520
2017;11;DENMARK*;EK;219.651,51;14846
2017;11;ESTONIA;EE;15.312,30;1921
2017;11;FINLAND;EF;191.161,76;10580
2017;11;FRANCE;LF;1.556.885,29;71564
2017;11;GEORGIA;UG;26.645,69;1448
2017;11;GERMANY;ED;2.313.202,02;88166
2017;11;GREECE;LG;141.599,86;12080
2017;11;HUNGARY;LH;65.641,14;4439
2017;11;ICELAND;BI;44.587,55;2018
2017;11;IRELAND;EI;214.773,80;10372
2017;11;ITALY;LI;933.951,52;54466
2017;11;KOSOVO;BK;6.640,26;537
2017;11;LATVIA;EV;31.810,72;3041
2017;11;LITHUANIA;EY;26.967,17;2388
2017;11;LUXEMBOURG;EL;152.455,19;2902
2017;11;MALTA;LM;31.430,15;1941
2017;11;MOLDOVA, REPUBLIC OF;LU;12.621,91;959
2017;11;MONACO;LN;17,05;28
2017;11;MONTENEGRO;LY;4.958,19;596
2017;11;NETHERLANDS;EH;855.219,98;23688
2017;11;NORTH MACEDONIA;LW;8.865,13;675
2017;11;NORWAY*;EN;239.666,48;30734
2017;11;POLAND;EP;204.482,76;15564
2017;11;PORTUGAL*;LP;321.189,47;15147
2017;11;ROMANIA;LR;98.803,11;7563
2017;11;SERBIA;LY;27.164,92;2353
2017;11;SLOVAKIA;LZ;11.275,17;1269
2017;11;SLOVENIA;LJ;8.021,69;1376
2017;11;SPAIN;LE;1.117.719,98;54438
2017;11;SWEDEN;ES;271.846,87;24424
2017;11;SWITZERLAND;LS;419.159,99;18498
2017;11;TÜRKIYE;LT;1.026.545,85;48440
2017;11;UNITED KINGDOM*;EG;2.712.157,26;93580
2017;12;ALBANIA;LA;11.136,11;1092
2017;12;ARMENIA;UD;18.776,74;953
2017;12;AUSTRIA;LO;187.696,61;12265
2017;12;BELGIUM;EB;360.192,30;12213
2017;12;BOSNIA AND HERZEGOVINA;LQ;6.335,78;570
2017;12;BULGARIA;LB;40.296,00;2734
2017;12;CANARY ISLANDS;GC;352.892,21;17836
2017;12;CROATIA;LD;18.822,14;2159
2017;12;CYPRUS;LC;49.449,02;2234
2017;12;CZECHIA;LK;90.242,58;6127
2017;12;DENMARK*;EK;216.424,37;12791
2017;12;ESTONIA;EE;14.509,36;1765
2017;12;FINLAND;EF;211.534,60;10599
2017;12;FRANCE;LF;1.652.813,16;69351
2017;12;GEORGIA;UG;26.678,79;1442
2017;12;GERMANY;ED;2.217.461,75;78898
2017;12;GREECE;LG;134.138,30;11747
2017;12;HUNGARY;LH;65.993,49;4421
