DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2014,38017856,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2015,38005614,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2016,37967209,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2017,37972964,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2018,37976687,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2019,37972812,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2020,37958138,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2021,37840001,ep
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PL,2022,37654247,ep
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2013,10487289,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2014,10427301,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2015,10374822,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2016,10341330,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2017,10309573,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2018,10291027,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2019,10276617,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2020,10295909,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2021,10298252,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,PT,2022,10352042,bp
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2013,20020074,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2014,19947311,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2015,19870647,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2016,19760585,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2017,19643949,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2018,19533481,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2019,19414458,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2020,19328838,e
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2021,19201662,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,RO,2022,19042455,e
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2013,9555893,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2014,9644864,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2015,9747355,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2016,9851017,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2017,9995153,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2018,10120242,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2019,10230185,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2020,10327589,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2021,10379295,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SE,2022,10452326,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2013,2058821,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2014,2061085,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2015,2062874,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2016,2064188,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2017,2065895,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2018,2066880,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2019,2080908,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2020,2095861,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2021,2108977,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SI,2022,2107180,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2013,5410836,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2014,5415949,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2015,5421349,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2016,5426252,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2017,5435343,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2018,5443120,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2019,5450421,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2020,5457873,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2021,5459781,
ESTAT:DEMO_PJAN(1.0),28/09/23 23:00:00,A,NR,TOTAL,T,SK,2022,5434712,
